year,days_ge_25_0c,days_ge_25_5c,days_ge_26_0c,days_ge_26_5c,days_ge_27_0c,days_ge_27_5c,days_ge_28_0c,days_ge_28_5c,days_ge_29_0c,days_ge_29_5c,days_ge_30_0c,days_ge_30_5c,days_ge_31_0c,days_ge_31_5c,days_ge_32_0c,days_ge_32_5c,days_ge_33_0c,days_ge_33_5c,days_ge_34_0c,days_ge_34_5c,days_ge_35_0c,days_ge_35_5c,days_ge_36_0c,days_ge_36_5c,days_ge_37_0c,days_ge_37_5c,days_ge_38_0c,days_ge_38_5c,days_ge_39_0c,days_ge_39_5c,days_ge_40_0c,days_ge_40_5c,days_ge_41_0c,days_ge_41_5c,days_ge_42_0c,days_ge_25_0c__no_airports,days_ge_25_5c__no_airports,days_ge_26_0c__no_airports,days_ge_26_5c__no_airports,days_ge_27_0c__no_airports,days_ge_27_5c__no_airports,days_ge_28_0c__no_airports,days_ge_28_5c__no_airports,days_ge_29_0c__no_airports,days_ge_29_5c__no_airports,days_ge_30_0c__no_airports,days_ge_30_5c__no_airports,days_ge_31_0c__no_airports,days_ge_31_5c__no_airports,days_ge_32_0c__no_airports,days_ge_32_5c__no_airports,days_ge_33_0c__no_airports,days_ge_33_5c__no_airports,days_ge_34_0c__no_airports,days_ge_34_5c__no_airports,days_ge_35_0c__no_airports,days_ge_35_5c__no_airports,days_ge_36_0c__no_airports,days_ge_36_5c__no_airports,days_ge_37_0c__no_airports,days_ge_37_5c__no_airports,days_ge_38_0c__no_airports,days_ge_38_5c__no_airports,days_ge_39_0c__no_airports,days_ge_39_5c__no_airports,days_ge_40_0c__no_airports,days_ge_40_5c__no_airports,days_ge_41_0c__no_airports,days_ge_41_5c__no_airports,days_ge_42_0c__no_airports,days_ge_25_0c__no_cities,days_ge_25_5c__no_cities,days_ge_26_0c__no_cities,days_ge_26_5c__no_cities,days_ge_27_0c__no_cities,days_ge_27_5c__no_cities,days_ge_28_0c__no_cities,days_ge_28_5c__no_cities,days_ge_29_0c__no_cities,days_ge_29_5c__no_cities,days_ge_30_0c__no_cities,days_ge_30_5c__no_cities,days_ge_31_0c__no_cities,days_ge_31_5c__no_cities,days_ge_32_0c__no_cities,days_ge_32_5c__no_cities,days_ge_33_0c__no_cities,days_ge_33_5c__no_cities,days_ge_34_0c__no_cities,days_ge_34_5c__no_cities,days_ge_35_0c__no_cities,days_ge_35_5c__no_cities,days_ge_36_0c__no_cities,days_ge_36_5c__no_cities,days_ge_37_0c__no_cities,days_ge_37_5c__no_cities,days_ge_38_0c__no_cities,days_ge_38_5c__no_cities,days_ge_39_0c__no_cities,days_ge_39_5c__no_cities,days_ge_40_0c__no_cities,days_ge_40_5c__no_cities,days_ge_41_0c__no_cities,days_ge_41_5c__no_cities,days_ge_42_0c__no_cities,days_ge_25_0c__no_airports_no_cities,days_ge_25_5c__no_airports_no_cities,days_ge_26_0c__no_airports_no_cities,days_ge_26_5c__no_airports_no_cities,days_ge_27_0c__no_airports_no_cities,days_ge_27_5c__no_airports_no_cities,days_ge_28_0c__no_airports_no_cities,days_ge_28_5c__no_airports_no_cities,days_ge_29_0c__no_airports_no_cities,days_ge_29_5c__no_airports_no_cities,days_ge_30_0c__no_airports_no_cities,days_ge_30_5c__no_airports_no_cities,days_ge_31_0c__no_airports_no_cities,days_ge_31_5c__no_airports_no_cities,days_ge_32_0c__no_airports_no_cities,days_ge_32_5c__no_airports_no_cities,days_ge_33_0c__no_airports_no_cities,days_ge_33_5c__no_airports_no_cities,days_ge_34_0c__no_airports_no_cities,days_ge_34_5c__no_airports_no_cities,days_ge_35_0c__no_airports_no_cities,days_ge_35_5c__no_airports_no_cities,days_ge_36_0c__no_airports_no_cities,days_ge_36_5c__no_airports_no_cities,days_ge_37_0c__no_airports_no_cities,days_ge_37_5c__no_airports_no_cities,days_ge_38_0c__no_airports_no_cities,days_ge_38_5c__no_airports_no_cities,days_ge_39_0c__no_airports_no_cities,days_ge_39_5c__no_airports_no_cities,days_ge_40_0c__no_airports_no_cities,days_ge_40_5c__no_airports_no_cities,days_ge_41_0c__no_airports_no_cities,days_ge_41_5c__no_airports_no_cities,days_ge_42_0c__no_airports_no_cities
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,36,30,24,19,15,13,6,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,24,19,15,13,6,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,24,19,15,13,6,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,24,19,15,13,6,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,36,32,31,23,21,17,15,14,11,10,9,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,31,23,21,17,15,14,11,10,9,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,31,23,21,17,15,14,11,10,9,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,31,23,21,17,15,14,11,10,9,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,71,54,50,42,42,38,31,26,24,21,19,15,13,10,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,54,50,42,42,38,31,26,24,21,19,15,13,10,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,39,34,33,27,24,19,17,13,11,11,8,7,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,39,34,33,27,24,19,17,13,11,11,8,7,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,44,35,29,26,22,22,14,13,9,8,8,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,29,26,22,22,14,13,9,8,8,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,29,26,22,22,14,13,9,8,8,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,29,26,22,22,14,13,9,8,8,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,28,17,14,12,10,9,8,7,6,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,14,12,10,9,8,7,6,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,14,12,10,9,8,7,6,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,14,12,10,9,8,7,6,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,23,20,17,16,15,13,12,10,10,8,7,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,17,16,15,13,12,10,10,8,7,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,17,16,15,13,12,10,10,8,7,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,17,16,15,13,12,10,10,8,7,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,27,23,18,15,14,10,9,8,7,7,6,6,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,18,15,14,10,9,8,7,7,6,6,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,18,15,14,10,9,8,7,7,6,6,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,18,15,14,10,9,8,7,7,6,6,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,18,14,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,24,18,14,14,11,10,9,6,5,4,4,4,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,14,14,11,10,9,6,5,4,4,4,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,14,14,11,10,9,6,5,4,4,4,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,14,14,11,10,9,6,5,4,4,4,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,28,23,21,18,13,11,8,5,5,5,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,21,18,13,11,8,5,5,5,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,21,18,13,11,8,5,5,5,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,21,18,13,11,8,5,5,5,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,60,56,45,40,32,28,21,17,12,8,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,45,40,32,28,21,17,12,8,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,45,40,32,28,21,17,12,8,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,45,40,32,28,21,17,12,8,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,39,35,32,27,21,9,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,32,27,21,9,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,32,27,21,9,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,32,27,21,9,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,19,17,14,12,11,9,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,12,11,9,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,12,11,9,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,12,11,9,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,20,20,14,12,9,8,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,12,9,8,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,12,9,8,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,12,9,8,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,36,29,27,22,17,16,9,8,6,5,5,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,27,22,17,16,9,8,6,5,5,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,11,7,6,6,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,11,7,6,6,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,50,42,36,29,25,25,20,17,13,13,13,9,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,36,29,25,25,20,17,13,13,13,9,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,23,19,15,12,11,6,5,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,23,19,15,12,11,6,5,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,34,22,17,11,8,6,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,17,11,8,6,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,53,46,42,32,24,21,16,14,8,7,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46,42,32,24,21,16,14,8,7,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,18,11,8,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,18,11,8,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,66,55,51,50,46,38,33,24,21,19,16,13,10,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,55,51,50,46,38,33,24,21,19,16,13,10,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,32,28,25,20,18,14,10,9,7,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,32,28,25,20,18,14,10,9,7,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,27,24,21,15,11,10,8,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,21,15,11,10,8,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,19,15,13,9,8,6,5,5,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,9,8,6,5,5,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,31,26,22,18,15,14,11,11,11,9,8,7,7,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,22,18,15,14,11,11,11,9,8,7,7,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,15,11,9,8,6,6,6,4,4,4,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,15,11,9,8,6,6,6,4,4,4,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,81,72,64,49,44,37,29,26,18,17,13,12,11,10,8,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,72,64,49,44,37,29,26,18,17,13,12,11,10,8,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,30,25,22,16,16,16,13,11,7,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,30,25,22,16,16,16,13,11,7,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,52,46,40,33,33,31,27,19,17,16,15,11,10,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,40,33,33,31,27,19,17,16,15,11,10,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,22,18,15,12,10,7,5,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,22,18,15,12,10,7,5,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,44,37,31,26,22,18,14,10,7,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,31,26,22,18,14,10,7,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,20,18,14,12,11,8,7,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,20,18,14,12,11,8,7,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,35,29,24,17,14,13,12,12,11,10,9,7,5,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,24,17,14,13,12,12,11,10,9,7,5,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,13,12,10,10,7,6,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,13,12,10,10,7,6,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,37,33,28,21,16,15,12,8,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,28,21,16,15,12,8,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,7,6,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,7,6,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,37,33,27,20,16,12,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,27,20,16,12,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,50,40,33,31,27,27,17,13,11,10,8,7,7,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,33,31,27,27,17,13,11,10,8,7,7,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,23,19,13,11,9,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,23,19,13,11,9,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,31,29,25,19,17,17,16,14,9,7,6,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,25,19,17,17,16,14,9,7,6,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,17,12,12,11,9,7,5,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,17,12,12,11,9,7,5,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,31,27,25,17,13,10,9,8,7,7,7,6,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,25,17,13,10,9,8,7,7,7,6,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,15,10,8,6,6,5,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,15,10,8,6,6,5,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,40,31,28,24,21,18,15,12,10,8,6,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,28,24,21,18,15,12,10,8,6,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,8,5,5,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,8,5,5,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,36,32,28,25,24,22,19,16,12,11,10,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,28,25,24,22,19,16,12,11,10,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,17,16,12,7,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,17,16,12,7,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,86,79,73,63,53,45,40,36,31,28,22,15,13,12,11,8,7,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,73,63,53,45,40,36,31,28,22,15,13,12,11,8,7,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,38,29,24,21,19,16,15,11,8,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,38,29,24,21,19,16,15,11,8,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,67,49,48,42,40,36,34,28,27,26,23,17,16,11,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,49,48,42,40,36,34,28,27,26,23,17,16,11,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,28,26,22,19,17,12,9,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,28,26,22,19,17,12,9,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,85,76,73,65,57,51,43,40,32,28,25,22,21,17,15,15,10,9,6,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,85,76,73,65,57,51,43,40,32,28,25,22,21,17,15,15,10,9,6,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,49,43,32,29,25,18,17,13,9,9,7,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,32,29,25,18,17,13,9,9,7,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,28,22,18,15,13,13,8,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,18,15,13,13,8,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,12,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,12,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,58,53,49,45,40,36,31,24,20,19,15,12,9,8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,49,45,40,36,31,24,20,19,15,12,9,8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,29,25,18,16,12,10,8,6,4,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,29,25,18,16,12,10,8,6,4,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,51,42,36,29,25,25,18,17,13,11,9,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,36,29,25,25,18,17,13,11,9,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,38,33,22,17,16,11,11,8,7,6,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,38,33,22,17,16,11,11,8,7,6,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,48,42,39,34,29,26,20,18,14,14,12,7,6,5,5,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48,42,39,34,29,26,20,18,14,14,12,7,6,5,5,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48,42,39,32,27,25,18,17,14,14,12,6,5,5,5,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,39,32,27,25,18,17,14,14,12,6,5,5,5,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,44,32,29,22,17,15,12,10,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,29,22,17,15,12,10,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,25,21,16,13,10,9,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,25,21,16,13,10,9,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,77,67,61,51,48,46,37,33,26,16,16,11,9,9,9,9,5,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,77,67,61,51,48,46,37,33,26,16,16,11,9,9,9,9,5,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,72,57,53,46,41,37,29,24,19,15,14,11,9,9,9,7,5,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,72,57,53,46,41,37,29,24,19,15,14,11,9,9,9,7,5,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
